case_name,article,violation_label,avg_rating,is_accurate,num_abstentions,num_samples,sample_ratings
CASE OF S.A.S. v. FRANCE,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF RADU v. THE REPUBLIC OF MOLDOVA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF AVOTIŅŠ v. LATVIA,6,no_violation,4.3,True,0,10,"[5, 2, 5, 5, 5, 5, 5, 5, 1, 5]"
CASE OF LAKATOŠ AND OTHERS v. SERBIA,5,violation,2.5,True,0,10,"[4, 1, 1, 4, 1, 1, 2, 5, 4, 2]"
CASE OF FILATOVA AND OTHERS v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GRESPIK v. HUNGARY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZALEVSKIY v. UKRAINE,3,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MARGARETIĆ v. CROATIA,6,no_violation,2.9,False,4,10,"[5, 3, 2, 2, 3, 2, 1, 3, 3, 5]"
CASE OF HUSAYN (ABU ZUBAYDAH) v. POLAND,38,violation,1.5,True,0,10,"[1, 2, 1, 1, 1, 1, 5, 1, 1, 1]"
CASE OF OSAKOVSKIY v. UKRAINE,6,violation,1.3,True,1,10,"[1, 1, 1, 2, 1, 1, 1, 3, 1, 1]"
CASE OF TALI v. ESTONIA,3,violation,1.2,True,0,10,"[1, 1, 1, 2, 2, 1, 1, 1, 1, 1]"
CASE OF RUIZ RIVERA v. SWITZERLAND [Extracts],5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CĒSNIEKS v. LATVIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LINDSTRÖM AND MÄSSELI v. FINLAND,3,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
"CASE OF DUŠKO IVANOVSKI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",6,violation,1.2,True,0,10,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 1]"
CASE OF PLACÌ v. ITALY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TERSHIYEV v. AZERBAIJAN,3,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF VIEIRA GOMES BEZERRA v. PORTUGAL,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STAUDER AND GABL v. AUSTRIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VOLYANYK v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CSÁSZY v. HUNGARY,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PETER v. GERMANY,6,no_violation,4.8,True,0,10,"[5, 5, 5, 5, 4, 4, 5, 5, 5, 5]"
CASE OF SUKHANOV AND ILCHENKO v. UKRAINE,P1-1,violation,2.4,True,0,10,"[2, 1, 5, 4, 1, 5, 2, 1, 1, 2]"
CASE OF KARAGJOZI AND OTHERS v. ALBANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF YAVOROVENKO AND OTHERS v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF F.G. v. SWEDEN,2,no_violation,4.7,True,1,10,"[5, 5, 5, 3, 4, 5, 5, 5, 5, 5]"
CASE OF GÖTHLIN v. SWEDEN,5,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ALEKSANDR VLADIMIROVICH SMIRNOV v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"CASE OF ALIŠIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA, CROATIA, SERBIA, SLOVENIA AND ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BOKAL v. SLOVENIA,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF S.A.S. v. FRANCE,14,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF OMELCHENKO v. UKRAINE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF JAEGER v. ESTONIA,8,violation,1.4,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 5, 1, 1]"
CASE OF BERARU v. ROMANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LULI AND OTHERS v. ALBANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KARIN ANDERSSON AND OTHERS v. SWEDEN,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF O.G. v. LATVIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF Y v. LATVIA,3,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF HORNCASTLE AND OTHERS v. THE UNITED KINGDOM,6,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 4, 5, 5, 5, 5, 5]"
CASE OF PIRTTIMÄKI v. FINLAND,P7-4,no_violation,1.1,False,0,10,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.E. v. DENMARK,3,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 4, 5, 5, 5, 5]"
CASE OF VASILYEV AND OTHERS v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LI v. RUSSIA,P1-1,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ALEKSANDR VLADIMIROVICH SMIRNOV v. UKRAINE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF N.A. v. NORWAY,6,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF VASILYEV AND OTHERS v. UKRAINE,8,violation,5.0,False,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF TANDA-MUZINGA v. FRANCE,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"CASE OF SOCIEDADE DE CONSTRUCOES MARTINS AND VIEIRA, LDA v. PORTUGAL",13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ANTHONY AQUILINA v. MALTA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.E. v. SWEDEN,3,no_violation,4.6,True,0,10,"[5, 5, 5, 5, 5, 1, 5, 5, 5, 5]"
CASE OF O'KEEFFE v. IRELAND,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BOROVSKÁ AND FORRAI v. SLOVAKIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ERLA HLYNSDÓTTIR v. ICELAND (No. 2),10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"MILADINOV AND OTHERS v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF EMIN HUSEYNOV v. AZERBAIJAN (No. 2),34,no_violation,3.5,True,0,10,"[1, 5, 5, 5, 1, 5, 1, 5, 5, 2]"
CASE OF MESIĆ v. CROATIA (No. 2),8,no_violation,4.5,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 4, 4, 2]"
CASE OF KATONA AND ZÁVARSKÝ v. SLOVAKIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STRASSENMEYER v. GERMANY,6,no_violation,3.7,True,0,10,"[5, 1, 2, 5, 4, 5, 5, 4, 1, 5]"
CASE OF IRODOTOU v. CYPRUS,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF A.S. v. ITALY,5,violation,1.8,True,1,10,"[1, 2, 1, 3, 1, 4, 2, 2, 1, 1]"
CASE OF KAPITONOV AND OTHERS v. RUSSIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF JANÁČEK v. THE CZECH REPUBLIC,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF AXEL SPRINGER SE v. GERMANY,10,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ABBASALIYEVA v. AZERBAIJAN,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LUCA v. THE REPUBLIC OF MOLDOVA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZAJMI v. ALBANIA,6,violation,1.2,True,0,10,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1]"
CASE OF OHANJANYAN v. ARMENIA,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF A.M.A. v. THE NETHERLANDS,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MAMASAKHLISI AND OTHERS v. GEORGIA AND RUSSIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF A.T. AND OTHERS v. ITALY,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TEPLJAKOV v. ESTONIA,3,violation,1.2,True,0,10,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 1]"
CASE OF CETINJA v. CROATIA,7,violation,2.9,True,0,10,"[1, 4, 2, 2, 2, 4, 2, 5, 2, 5]"
CASE OF LOBCHUK AND OTHERS v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DIMAKSYAN v. ARMENIA,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF HALET v. LUXEMBOURG,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF X AND OTHERS v. IRELAND,14,no_violation,4.0,True,0,10,"[2, 2, 5, 5, 4, 5, 5, 2, 5, 5]"
CASE OF HUMPERT AND OTHERS v. GERMANY,11,no_violation,4.4,True,0,10,"[5, 4, 4, 5, 5, 5, 5, 4, 2, 5]"
CASE OF MAMASAKHLISI AND OTHERS v. GEORGIA AND RUSSIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF EFGAN ÇETİN AND OTHERS v. TÜRKİYE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KARANTALIS v. GREECE,6,violation,2.4,True,2,10,"[2, 3, 2, 3, 4, 1, 4, 2, 1, 2]"
CASE OF GEORGIOU v. GREECE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SHIPS WASTE OIL COLLECTOR B.V. v. THE NETHERLANDS,8,no_violation,4.4,True,0,10,"[5, 4, 4, 4, 5, 4, 5, 5, 4, 4]"
CASE OF TEPLJAKOV v. ESTONIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BELTSIOS v. GREECE,5,violation,2.0,True,0,10,"[2, 1, 4, 1, 1, 2, 2, 1, 1, 5]"
CASE OF Y v. FRANCE,8,no_violation,2.2,False,0,10,"[5, 1, 1, 1, 1, 1, 5, 1, 5, 1]"
CASE OF GRIMA AND OTHERS v. MALTA,13,violation,2.8,True,0,10,"[5, 2, 1, 2, 5, 2, 2, 2, 5, 2]"
CASE OF ZAMMIT AND BUSUTTIL v. MALTA,P1-1,violation,1.7,True,0,10,"[2, 2, 1, 4, 1, 2, 1, 2, 1, 1]"
CASE OF BELLOTTO AND OTHERS  v. ITALY,P1-1,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ROZHNOV AND OTHERS v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PAVLOV AND OTHERS v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PLESHKOV AND PLESHKOVA v. UKRAINE,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CAMARA v. BELGIUM,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DERKACH v. UKRAINE,5,violation,1.3,True,1,10,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 3]"
CASE OF SHARASHKIN AND OTHERS v. RUSSIA,6,violation,1.2,True,0,10,"[1, 2, 1, 1, 1, 1, 1, 2, 1, 1]"
CASE OF LANG v. UKRAINE,3,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF EL-ASMAR v. DENMARK,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SEMENYA v. SWITZERLAND,14,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF E.K. v. LATVIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZAGHINI v. SAN MARINO,P1-1,no_violation,4.9,True,0,10,"[5, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF GOLOVIN v. UKRAINE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF NEZDYMOVSKYY v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF IRODOTOU v. CYPRUS,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LAGOSHENKO AND OTHERS v. UKRAINE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF V v. THE CZECH REPUBLIC,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF UGULAVA v. GEORGIA,5,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF B.F. AND OTHERS v. SWITZERLAND,8,violation,1.1,True,0,10,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LOCASCIA AND OTHERS v. ITALY,41,violation,1.4,True,0,10,"[1, 1, 1, 1, 1, 1, 5, 1, 1, 1]"
CASE OF LYAPCHEV AND OTHERS v. BULGARIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF O.J. AND J.O. v. GEORGIA AND RUSSIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BURANDO HOLDING B.V. AND PORT INVEST v. THE NETHERLANDS,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF SHOLOMYTSKYY AND OTHERS v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF J.A. AND OTHERS v. ITALY,P4-4,violation,1.1,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
CASE OF INTERNATIONAL RESEARCH AND EXCHANGE BOARD v. AZERBAIJAN,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF O.J. AND J.O. v. GEORGIA AND RUSSIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF Z.A. v. IRELAND,8,no_violation,3.6,True,1,10,"[2, 5, 2, 5, 4, 3, 2, 4, 5, 4]"
CASE OF NIKOLAEV AND OTHERS v. BULGARIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF AL-MASUDI v. DENMARK,8,no_violation,4.7,True,0,10,"[4, 5, 5, 5, 4, 5, 5, 4, 5, 5]"
CASE OF OVCHARENKO AND KOLOS v. UKRAINE,41,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MAMASAKHLISI AND OTHERS v. GEORGIA AND RUSSIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF J&C PROPERTIES LIMITED v. MALTA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GALLO v. ITALY,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BILD GMBH & CO. KG v. GERMANY,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF METALLA v. ALBANIA,8,violation,2.8,True,1,10,"[3, 5, 4, 2, 2, 2, 4, 2, 2, 2]"
CASE OF VASHCHENKO AND TRETYAK v. UKRAINE,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF HAKOBYAN v. ARMENIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PETRYK v. UKRAINE,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PETKANYCH AND OTHERS v. UKRAINE,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MAKARUK AND OTHERS v. UKRAINE,2,violation,1.2,True,0,10,"[2, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
CASE OF SOBCZYŃSKA AND OTHERS v. POLAND,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SINKO AND OTHERS v. UKRAINE,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TARANENKO AND OTHERS v. UKRAINE,6,violation,5.0,False,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF SHAYKIN AND OTHERS v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SHABRATSKYY AND SHABRATSKA v. UKRAINE,2,violation,1.2,True,1,10,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 1]"
CASE OF OSTROVSKYY AND OTHERS v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF EPIDAVR S.R.L. v. THE REPUBLIC OF MOLDOVA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VILLÁS v. HUNGARY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF UKRAYINSKYY AND OTHERS v. UKRAINE,34,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VANESYAN AND OTHERS v. ARMENIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DZYON v. UKRAINE,2,violation,1.1,True,0,10,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]"
CASE OF D.M. v. SWEDEN,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SELIMYAN AND OTHERS v. ARMENIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF F.B. AND OTHERS v. THE NETHERLANDS,3,no_violation,4.7,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 2, 5]"
CASE OF SELAMI v. GREECE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DAMIAN v. THE REPUBLIC OF MOLDOVA,P1-1,violation,1.2,True,0,10,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 2]"
CASE OF SHKUROPATSKYY AND OTHERS v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KYRYK AND GONCHAR v. UKRAINE,2,violation,1.6,True,1,10,"[1, 1, 1, 4, 2, 3, 1, 1, 1, 1]"
CASE OF R.E. AND OTHERS v. ICELAND,3,no_violation,4.4,True,1,10,"[5, 5, 1, 5, 5, 5, 5, 3, 5, 5]"
CASE OF LEOCÁDIO DE LEMOS v. PORTUGAL,5,violation,2.4,True,0,10,"[4, 2, 1, 1, 2, 2, 2, 4, 4, 2]"
CASE OF A.N. AND OTHERS v. GREECE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GAVRYSH AND KOSYNETS v. UKRAINE,13,violation,1.4,True,2,10,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 3]"
CASE OF GAHRAMAN v. AZERBAIJAN,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BORZENKOV AND OTHERS v. RUSSIA,11,violation,3.4,False,0,10,"[1, 5, 5, 5, 5, 1, 5, 1, 5, 1]"
CASE OF LUKASHUK v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF Z v. ICELAND,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZUBCO AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF REMEZ v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZUBCO AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,3,violation,2.5,True,3,10,"[1, 1, 5, 2, 3, 1, 3, 1, 3, 5]"
CASE OF K.A. v. AUSTRIA,5,no_violation,4.6,True,0,10,"[4, 5, 5, 5, 5, 4, 5, 4, 4, 5]"
CASE OF MARTYNOVSKIY v. UKRAINE,6,violation,1.1,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
CASE OF GATSKO AND PANOV v. UKRAINE,11,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SIMONCINI v. SAN MARINO,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KHOMAN v. UKRAINE,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF FELEMEZ AND OTHERS v. TÜRKİYE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LEVCHENKO v. UKRAINE,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KOVALEVSKYY v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STALOVIĆ v. SERBIA,3,violation,1.1,True,0,10,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1]"
CASE OF KIS AND LEVCHUK v. UKRAINE,14,violation,1.1,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
CASE OF MUSINA AND OTHERS v. UKRAINE,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SIMONCINI v. SAN MARINO,6,violation,1.8,True,0,10,"[4, 1, 2, 2, 2, 1, 2, 2, 1, 1]"
CASE OF VYKHOR v. UKRAINE,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF R.E. AND OTHERS v. ICELAND,14,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF BEGIĆ v. BOSNIA AND HERZEGOVINA,41,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF NOVÁK v. THE CZECH REPUBLIC,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MOGYLA AND OTHERS v. UKRAINE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ROMANI AND CANCELLI v. ITALY,2,violation,1.2,True,0,10,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 2]"
CASE OF USATYUK v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ISMAYILOVA v. AZERBAIJAN,P4-2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GAZIN v. UKRAINE,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF NIKITIN v. ESTONIA,8,violation,3.2,False,2,10,"[5, 2, 2, 3, 2, 5, 3, 4, 2, 4]"
CASE OF GAZSÓ v. HUNGARY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MICLEA v. ROMANIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"CASE OF PSMA, SPOL. S R.O. v. SLOVAKIA",6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KOVÁROVÁ v. SLOVAKIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF K.F. v. CYPRUS,P4-4,no_violation,3.0,False,1,10,"[5, 1, 5, 5, 3, 1, 2, 2, 5, 1]"
AFFAIRE SANTOS SILVA c. PORTUGAL,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PENTIKÄINEN v. FINLAND,10,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
